time,h,v
2.428,0.002488301952083989,-0.3449441848410002
2.432,0.001049665212719988,-0.38418418484100014
2.436,0.0002895299293887,0.27971992938870005
2.44,0.0013495496469435003,0.24047992938870008
2.444,0.002252609364498301,0.20123992938870003
2.448,0.002998709082053101,0.16199992938869998
2.452,0.003587848799607901,0.12275992938869994
2.456,0.004020028517162701,0.08351992938869994
2.46,0.0042952482347175,0.04427992938869994
2.464,0.004413507952272301,0.005039929388699942
2.468,0.0043748076698271006,-0.03420007061130006
2.472,0.0041791473873819,-0.07344007061130006
2.476,0.003826527104936701,-0.11268007061130006
2.48,0.0033169468224915006,-0.15192007061130008
2.484,0.0026504065400463003,-0.19116007061130014
2.488,0.0018269062576010996,-0.2304000706113002
2.492,0.0008464459751558987,-0.2696400706113002
2.496,2.2250738585072014e-308,0.2162160494279101
2.5,0.0008060041977116404,0.17697604942791004
2.504,0.0014550483954232805,0.13773604942790998
2.508,0.0019471325931349204,0.09849604942790997
2.512,0.0022822567908465604,0.059256049427909976
2.516,0.0024604209885582,0.02001604942790998
2.52,0.00248162518626984,-0.019223950572090025
2.524,0.0023458693839814803,-0.05846395057209002
2.528,0.00205315358169312,-0.09770395057209003
2.532,0.0016034777794047602,-0.13694395057209005
2.536,0.0009968419771163998,-0.1761839505720901
2.54,0.00023324617482803928,-0.21542395057209016
2.544,0.00031925153080092627,0.1449107654004631
2.548,0.0008400345924027787,0.10567076540046308
2.552,0.001203857654004631,0.06643076540046308
2.556,0.0014107207156064832,0.027190765400463085
2.56,0.0014606237772083355,-0.012049234599536917
2.564,0.0013535668388101878,-0.051289234599536916
2.568,0.00108954990041204,-0.09052923459953692
2.572,0.0006685729620138925,-0.12976923459953693
2.576,9.063602361574465e-05,-0.16900923459953698
2.58,0.0003460903926590277,0.0957434642196759
2.584,0.0006702042495377314,0.056503464219675906
2.588,0.000837358106416435,0.01726346421967591
2.592,0.0008475519632951386,-0.021976535780324095
2.596,0.0007007858201738422,-0.06121653578032409
2.6,0.0003970596770525458,-0.1004565357803241
2.604,2.2250738585072014e-308,0.0
2.608,2.2250738585072014e-308,0.0
2.612,2.2250738585072014e-308,0.0
2.616,2.2250738585072014e-308,0.0
2.62,2.2250738585072014e-308,0.0
2.624,2.2250738585072014e-308,0.0
2.628,2.2250738585072014e-308,0.0
2.632,2.2250738585072014e-308,0.0
2.636,2.2250738585072014e-308,0.0
2.64,2.2250738585072014e-308,0.0
2.644,2.2250738585072014e-308,0.0
2.648,2.2250738585072014e-308,0.0
2.652,2.2250738585072014e-308,0.0
2.656,2.2250738585072014e-308,0.0
2.66,2.2250738585072014e-308,0.0
2.664,2.2250738585072014e-308,0.0
2.668,2.2250738585072014e-308,0.0
2.672,2.2250738585072014e-308,0.0
2.676,2.2250738585072014e-308,0.0
2.68,2.2250738585072014e-308,0.0
2.684,2.2250738585072014e-308,0.0
2.688,2.2250738585072014e-308,0.0
2.692,2.2250738585072014e-308,0.0
2.696,2.2250738585072014e-308,0.0
2.7,2.2250738585072014e-308,0.0
2.704,2.2250738585072014e-308,0.0
2.708,2.2250738585072014e-308,0.0
2.712,2.2250738585072014e-308,0.0
2.716,2.2250738585072014e-308,0.0
2.72,2.2250738585072014e-308,0.0
2.724,2.2250738585072014e-308,0.0
2.728,2.2250738585072014e-308,0.0
2.732,2.2250738585072014e-308,0.0
2.736,2.2250738585072014e-308,0.0
2.74,2.2250738585072014e-308,0.0
2.744,2.2250738585072014e-308,0.0
2.748,2.2250738585072014e-308,0.0
2.7520000000000002,2.2250738585072014e-308,0.0
2.7560000000000002,2.2250738585072014e-308,0.0
2.7600000000000002,2.2250738585072014e-308,0.0
2.7640000000000002,2.2250738585072014e-308,0.0
2.7680000000000002,2.2250738585072014e-308,0.0
2.7720000000000002,2.2250738585072014e-308,0.0
2.7760000000000002,2.2250738585072014e-308,0.0
2.7800000000000002,2.2250738585072014e-308,0.0
2.7840000000000003,2.2250738585072014e-308,0.0
2.7880000000000003,2.2250738585072014e-308,0.0
2.7920000000000003,2.2250738585072014e-308,0.0
2.7960000000000003,2.2250738585072014e-308,0.0
2.8000000000000003,2.2250738585072014e-308,0.0
2.8040000000000003,2.2250738585072014e-308,0.0
2.8080000000000003,2.2250738585072014e-308,0.0
2.8120000000000003,2.2250738585072014e-308,0.0
2.816,2.2250738585072014e-308,0.0
2.82,2.2250738585072014e-308,0.0
2.824,2.2250738585072014e-308,0.0
2.828,2.2250738585072014e-308,0.0
2.832,2.2250738585072014e-308,0.0
2.836,2.2250738585072014e-308,0.0
2.84,2.2250738585072014e-308,0.0
2.844,2.2250738585072014e-308,0.0
2.848,2.2250738585072014e-308,0.0
2.852,2.2250738585072014e-308,0.0
2.856,2.2250738585072014e-308,0.0
2.86,2.2250738585072014e-308,0.0
2.864,2.2250738585072014e-308,0.0
2.868,2.2250738585072014e-308,0.0
2.872,2.2250738585072014e-308,0.0
2.876,2.2250738585072014e-308,0.0
2.88,2.2250738585072014e-308,0.0
2.884,2.2250738585072014e-308,0.0
2.888,2.2250738585072014e-308,0.0
2.892,2.2250738585072014e-308,0.0
2.896,2.2250738585072014e-308,0.0
2.9,2.2250738585072014e-308,0.0
2.904,2.2250738585072014e-308,0.0
2.908,2.2250738585072014e-308,0.0
2.912,2.2250738585072014e-308,0.0
2.916,2.2250738585072014e-308,0.0
2.92,2.2250738585072014e-308,0.0
2.924,2.2250738585072014e-308,0.0
2.928,2.2250738585072014e-308,0.0
2.932,2.2250738585072014e-308,0.0
2.936,2.2250738585072014e-308,0.0
2.94,2.2250738585072014e-308,0.0
2.944,2.2250738585072014e-308,0.0
2.948,2.2250738585072014e-308,0.0
2.952,2.2250738585072014e-308,0.0
2.956,2.2250738585072014e-308,0.0
2.96,2.2250738585072014e-308,0.0
2.964,2.2250738585072014e-308,0.0
2.968,2.2250738585072014e-308,0.0
2.972,2.2250738585072014e-308,0.0
2.976,2.2250738585072014e-308,0.0
2.98,2.2250738585072014e-308,0.0
2.984,2.2250738585072014e-308,0.0
2.988,2.2250738585072014e-308,0.0
2.992,2.2250738585072014e-308,0.0
2.996,2.2250738585072014e-308,0.0
3.0,2.2250738585072014e-308,0.0
